classes;punition;date;motif;heure;eleve_id
2B;Mot dans le carnet;2024-03-25;attitude inacceptable;;x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA
2B;Mot dans le carnet;2024-05-15;Utilisation de téléphone portable;;x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA
2B;Mot dans le carnet;2024-05-22;Attitude en classe;;x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA
4B;Mot dans le carnet;2023-09-14;BAVARDAGES;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2023-10-05;Bavardages incessants ;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2023-11-14;Attitude en classe;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2023-11-20;bavardages incessants;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2023-12-15;bavardage;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2024-01-22;bavardage et manque de concentration;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Retenue;2024-01-26;Agitation en classe, Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours, Excès de bavardage, perturbations fréquentes  et un manque du respect au règlement de la classe, ce qui nous fait perdre énormément du temps pendant la séance .;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2024-02-06;Attitude en classe;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2024-04-01;Agitation en classe, bavardages incessants, manque de concentration;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Retenue;2024-04-19;Utilisation de téléphone portable;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Exclusion de cours;2024-05-13;Attitude en classe;11:10:00;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2024-05-16;bavardage et manque de concentration;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2024-05-30;Agitation en classe, bavardage incessant;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2024-06-05;Agitation en classe, Il bavarde sans cesse, sans respecter le déroulement du cours ni ses camarades de classe.;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Mot dans le carnet;2024-06-06;Agitation en classe;;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
4B;Exclusion de cours;2024-06-14;nan;08:00:00;0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY
5C;Mot dans le carnet;2024-05-27;Agitation en classe;;o66K6wuT0VS81ZX8_oFlhLedz_qIsTHViwkjj0SPS3s
6A;Mot dans le carnet;2023-09-14;Bavardage incessant et manque de respect dans la classe;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2023-09-19;Bavardages incessants ;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2023-09-22;Devoirs non faits;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2023-09-26;Bavardages incessants. Un grand manque de concentration. Perturbation du cours.Manque de carnet., Matériel manquant;16:00:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2023-10-09;Agitation en classe, Bavardage incessant et manque de respect dans la classe, Bavardages et manque de concentration.;08:00:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2023-10-09;Attitude inadmissible en cours;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2023-10-13;Bavardages et manque de concentration.;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2023-10-20;bavardage;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2023-11-07;devoir non rendu;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Devoir supplémentaire;2023-11-09;absence de matériel;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2023-11-10;bavardage et manque de concentration;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2023-11-16;manque de respect;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2023-11-20;Bavardages incessants. Un grand manque de concentration. Perturbation du cours.Manque de carnet., oublie constant de matériel;08:00:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2023-11-23;nan;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2023-11-23;Attitude en classe, bavardage et manque de concentration;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2023-12-07;Retard injustifié;15:00:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2023-12-08;nan;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-01-12;Devoirs non faits;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-01-19;nan;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-01-19;Attitude inadmissible en cours;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2024-01-29;nan;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-01-29;a insulté son camarade de classe;15:00:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-02-05;Exclusion;11:10:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-02-14;attitude inacceptable;11:10:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2024-02-15;Insultes répétées envers des camarades et comportement inadapté en cours;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2024-02-23;nan;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Devoir supplémentaire;2024-03-14;Agitation;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-03-15;nan;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-03-29;nan;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-04-02;Agitation en classe, Attitude en classe;16:00:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2024-04-05;Attitude en classe;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-04-05;Agitation en classe;12:50:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-04-23;bavardage et manque de concentration, comportement en classe;13:50:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2024-05-13;bavardage incessant;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2024-05-13;Attitude inacceptable en classe envers le professeur et les autres.;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-05-13;bavardage;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-05-14;bavardage incessant;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-05-14;Attitude en classe;09:00:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-05-16;Insulte un camarade;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-05-17;oublie constant de matériel;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-05-17;Devoirs non faits;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-05-17;bavardage;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-05-20;Devoirs non faits;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Retenue;2024-05-20;a insulté son camarade de classe;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-05-24;Agression d'un élève, Bavardages incessants et perturbation du cours pendant une évaluation, Exclusion;15:00:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-05-27;Incivisme;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-05-27;Propos racistes et répétés envers un camarade;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-05-28;Attitude en classe;09:00:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-06-03;Insulte un camarade;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Mot dans le carnet;2024-06-06;Bavardages incessants ;;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
6A;Exclusion de cours;2024-06-10;Changement de place sans autorisation;11:10:00;KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0
3B;Mot dans le carnet;2023-11-13;Refus de participer, de travailler;;xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM
3B;Retenue;2023-11-29;Devoirs non faits;;xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM
3B;Retenue;2024-02-08;Devoirs non faits;;xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM
3B;Mot dans le carnet;2024-02-22;Agitation en classe;;xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM
3B;Mot dans le carnet;2024-04-08;travail non fait;;xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM
3B;Mot dans le carnet;2024-04-15;travail non fait;;xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM
3B;Mot dans le carnet;2024-04-17;travail non fait;;xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM
3B;Retenue;2024-05-13;Devoirs non faits;;xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM
3B;Mot dans le carnet;2024-06-03;Manque de concentration. Bavardages incessants. Défaut de carnet;;xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM
4C;Mot dans le carnet;2023-09-21;Bavardages incessants ;;0s3jSuf4b9jpiyEiahxcP7axNjzh0Y1X86OD-OqpXPA
4C;Devoir supplémentaire;2024-04-17;Bavardages incessants et perturbation du cours pendant une évaluation;;0s3jSuf4b9jpiyEiahxcP7axNjzh0Y1X86OD-OqpXPA
4C;Mot dans le carnet;2024-04-24;Agitation en classe, Bavardages incessants ;;0s3jSuf4b9jpiyEiahxcP7axNjzh0Y1X86OD-OqpXPA
4C;Mot dans le carnet;2024-05-28;nan;;0s3jSuf4b9jpiyEiahxcP7axNjzh0Y1X86OD-OqpXPA
3A;Mot dans le carnet;2023-10-17;nan;;6jEoT3pv-1HDslRgN2WVReag0gIH7DwUosAUbY7_QO0
3A;Obligation de présenter des excuses à l'écrit;2024-02-06;nan;;6jEoT3pv-1HDslRgN2WVReag0gIH7DwUosAUbY7_QO0
3A;Mot dans le carnet;2024-05-27;Bvardages incessants, manque de concentratiion, defaut de carnet;;6jEoT3pv-1HDslRgN2WVReag0gIH7DwUosAUbY7_QO0
4A;Exclusion de cours;2023-11-17;Agitation en classe, ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;08:00:00;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
4A;Mot dans le carnet;2023-12-01;bavardage et manque de concentration;;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
4A;Mot dans le carnet;2023-12-01;bavardage incessant;;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
4A;Mot dans le carnet;2023-12-04;Attitude inadmissible en cours;;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
4A;Mot dans le carnet;2024-01-22;nan;;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
4A;Mot dans le carnet;2024-04-05;attitude inacceptable, bavardage incessant;;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
4A;Mot dans le carnet;2024-04-08;Attitude en classe;;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
4A;Mot dans le carnet;2024-04-22;bavardage incessant;;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
4A;Mot dans le carnet;2024-05-20;nan;;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
4A;Retenue;2024-05-31;Insulte un camarade, Se moque de sa camarade;;9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw
6A;Mot dans le carnet;2023-09-14;Bavardage incessant et manque de respect dans la classe;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Mot dans le carnet;2023-09-19;Bavardages incessants ;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Mot dans le carnet;2024-01-22;Agitation en classe;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Exclusion de cours;2024-02-09;nan;12:50:00;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Exclusion de cours;2024-02-16;Arrive souvent en classe en retard ;15:00:00;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Devoir supplémentaire;2024-03-14;bavardages incessants;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Retenue;2024-03-22;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Exclusion de cours;2024-03-25;Manque de respect envers le professeur;08:00:00;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Mot dans le carnet;2024-03-29;nan;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Mot dans le carnet;2024-04-05;Bavardages incessants ;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Mot dans le carnet;2024-04-05;nan;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Mot dans le carnet;2024-04-15;bavardage incessant;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6A;Retenue;2024-04-19;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
6B;Mot dans le carnet;2024-05-28;bavardage incessant;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw
5A;Mot dans le carnet;2023-09-19;Bavardages incessants ;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2023-12-01;oublie constant de matériel;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-01-12;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-02-16;Agitation en classe;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-02-19;Agitation en classe;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Retenue;2024-02-20;Il a seché l'heure de permanence et il est  resté au toilettes en cachette;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-03-14;nan;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-03-15;Agitation;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-03-20;Agitation en classe;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-03-28;Comportement inacceptable en classe;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-03-29;Attitude en classe;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-04-02;Agitation en classe;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Retenue;2024-04-05;insolence;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
5A;Mot dans le carnet;2024-04-17;Bavardages et manque de concentration.;;V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc
4A;Mot dans le carnet;2023-09-14;Attitude en classe;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-09-18;bavardage incessant;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-09-22;Bavardages incessants ;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-09-25;Bavardages et manque de concentration.;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Retenue;2023-09-25;Agitation en classe, bavardages incessants, travail non fait;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-10-06;Attitude en classe;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-10-09;bavardage et manque de concentration;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-11-07;Utilisation du téléphone en classe, pendant le cours.;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-11-09;Bavardage incessant et manque de respect dans la classe;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Devoir supplémentaire;2023-11-20;Bavardage incessant et manque de respect dans la classe;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-11-27;Bavardages incessants comme d'habitude.Un grand manque de concentration. Perturbation du cours. Manque de carnet comme toujours.;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-11-30;Attitude en classe;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Exclusion de cours;2023-12-01;Agitation en classe;09:00:00;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-12-05;nan;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2023-12-05;Bavardages incessants ;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Exclusion de cours;2023-12-19;nan;08:00:00;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Retenue;2024-01-09;nan;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Retenue;2024-01-12;Utilisation de télèphone;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-01-23;Bavardages et manque de concentration.;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-01-29;nan;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-02-09;portable non éteint, utilisation du portable;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Retenue;2024-02-09;bruit et cri en entrant en permanence;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-02-16;Devoirs non faits;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Retenue;2024-02-16;Agitation en classe;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-03-12;BAVARDAGES;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Exclusion de cours;2024-03-21;a désobéi au professeur;11:10:00;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Retenue;2024-03-25;cumul d'attitude inacceptable et de retards;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-04-15;bavardage incessant;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-04-19;oublie constant de matériel;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Retenue;2024-04-24;il a seché l'heure de permanence et il jouait le foot au plateau sportif sans autorisation et sans surveillance;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Retenue;2024-05-17;à manque de respect à l'animteur et il a utilisé son télèphone au foyer;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-05-17;Agitation en classe;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-05-21;nan;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
4A;Mot dans le carnet;2024-05-27;insulte envers un enseignant;;wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0
6B;Mot dans le carnet;2023-12-05;Attitude en classe;;Le-08H1cTc1iW9jCS0wNnVpfaUiq1JVaFPkuu-0vbPA
6B;Mot dans le carnet;2024-01-26;nan;;Le-08H1cTc1iW9jCS0wNnVpfaUiq1JVaFPkuu-0vbPA
6B;Retenue;2024-03-20;plus de 4 retards sans excuses;;Le-08H1cTc1iW9jCS0wNnVpfaUiq1JVaFPkuu-0vbPA
6B;Mot dans le carnet;2024-05-14;Incivisme;;Le-08H1cTc1iW9jCS0wNnVpfaUiq1JVaFPkuu-0vbPA
6B;Mot dans le carnet;2024-05-22;nan;;Le-08H1cTc1iW9jCS0wNnVpfaUiq1JVaFPkuu-0vbPA
6B;Mot dans le carnet;2024-05-23;Attitude en classe;;Le-08H1cTc1iW9jCS0wNnVpfaUiq1JVaFPkuu-0vbPA
6B;Mot dans le carnet;2024-05-28;Insulte un camarade;;Le-08H1cTc1iW9jCS0wNnVpfaUiq1JVaFPkuu-0vbPA
3A;Retenue;2024-03-18;utilisation d'un carnet de correspondance d'un autre élève pour sortir de l'établissement;;16YEqNkBiNkFAEWl7nNojK2nqAvn0YKJZw4kN2QlSuI
3A;Mot dans le carnet;2024-05-27;Bavardage incessant et manque de respect dans la classe;;16YEqNkBiNkFAEWl7nNojK2nqAvn0YKJZw4kN2QlSuI
5A;Mot dans le carnet;2023-09-19;Bavardages incessants ;;D-HnWq73AlwlZQL3gNvj_gF6dNzvlOwjdqgbuHLF1Ww
5A;Mot dans le carnet;2023-09-22;Attitude en classe;;D-HnWq73AlwlZQL3gNvj_gF6dNzvlOwjdqgbuHLF1Ww
5A;Mot dans le carnet;2023-09-25;Attitude en classe;;D-HnWq73AlwlZQL3gNvj_gF6dNzvlOwjdqgbuHLF1Ww
5A;Mot dans le carnet;2023-10-09;Bavardages et manque de concentration.;;D-HnWq73AlwlZQL3gNvj_gF6dNzvlOwjdqgbuHLF1Ww
5A;Retenue;2023-11-20;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR, bavardage incessant;;D-HnWq73AlwlZQL3gNvj_gF6dNzvlOwjdqgbuHLF1Ww
5A;Mot dans le carnet;2024-03-25;Insulte un camarade;;D-HnWq73AlwlZQL3gNvj_gF6dNzvlOwjdqgbuHLF1Ww
5A;Mot dans le carnet;2024-05-23;bavardage incessant;;D-HnWq73AlwlZQL3gNvj_gF6dNzvlOwjdqgbuHLF1Ww
5A;Retenue;2024-05-23;Manque de concentration. Bavardages incessants. Défaut de carnet;;D-HnWq73AlwlZQL3gNvj_gF6dNzvlOwjdqgbuHLF1Ww
3C;Mot dans le carnet;2023-10-13;Insulte un camarade;;53h5czvm_eRrOsyHhynUg0si2FOz9m3MIylFqYi1PO4
3C;Mot dans le carnet;2023-11-27;bavardage incessant;;53h5czvm_eRrOsyHhynUg0si2FOz9m3MIylFqYi1PO4
3C;Retenue;2023-11-29;est rentrée dans la salle d'examans par la fenêtre;;53h5czvm_eRrOsyHhynUg0si2FOz9m3MIylFqYi1PO4
3C;Retenue;2024-04-01;Utilisation de téléphone portable;;53h5czvm_eRrOsyHhynUg0si2FOz9m3MIylFqYi1PO4
3C;Mot dans le carnet;2024-04-18;Devoirs non faits;;53h5czvm_eRrOsyHhynUg0si2FOz9m3MIylFqYi1PO4
2C;Retenue;2024-02-09;bavardage et manque de concentration;;piTjDzFhdq7TF3uc8GFpc0l7HGWEp9Cw1STqtUAdy4c
5A;Mot dans le carnet;2023-10-16;Bavardages et manque de concentration.;;cuISFgmg4GZvz368mzW2OlRi9wPLxtQxzBk8PYYF4rc
5A;Mot dans le carnet;2024-01-08;mange en classe, mange en cours;;cuISFgmg4GZvz368mzW2OlRi9wPLxtQxzBk8PYYF4rc
