classes;motif;regle;date;heure;duree;eleve_id
4B;SANS EXCUSES;O;2024-02-02;10:10:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;PROBLEME DE TRANSPORT;O;2024-02-07;09:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;PROBLEME DE TRANSPORT;O;2024-02-09;08:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;SANS EXCUSES;O;2024-02-14;10:10:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;PROBLEME DE TRANSPORT;O;2024-03-20;08:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;SANS EXCUSES;O;2024-05-16;15:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;PROBLEME DE TRANSPORT;O;2024-05-20;08:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;SANS EXCUSES;O;2024-05-28;15:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
2A;SANS EXCUSES;O;2023-11-21;12:50:00;00:05:00;F0oi2oxI60MepM1njREtsihsXp_ypixPgj9JtXlhQlk
2A;SANS EXCUSES;O;2024-03-21;10:10:00;00:05:00;F0oi2oxI60MepM1njREtsihsXp_ypixPgj9JtXlhQlk
5A;SANS EXCUSES;O;2023-09-19;10:10:00;00:05:00;EW9Wk4B8_I8AeK-b02GJMcnGyRWMoXOxJpZh_EOOmkI
5A;PROBLEME DE TRANSPORT;O;2023-10-10;13:50:00;00:05:00;EW9Wk4B8_I8AeK-b02GJMcnGyRWMoXOxJpZh_EOOmkI
5A;SANS EXCUSES;O;2023-10-12;10:10:00;00:05:00;EW9Wk4B8_I8AeK-b02GJMcnGyRWMoXOxJpZh_EOOmkI
5A;SANS EXCUSES;O;2023-11-14;13:50:00;00:05:00;EW9Wk4B8_I8AeK-b02GJMcnGyRWMoXOxJpZh_EOOmkI
5A;SANS EXCUSES;O;2023-12-21;15:00:00;00:05:00;EW9Wk4B8_I8AeK-b02GJMcnGyRWMoXOxJpZh_EOOmkI
1B/C;SANS EXCUSES;O;2023-11-23;13:50:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;SANS EXCUSES;O;2023-11-27;09:00:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;SANS EXCUSES;O;2023-12-06;10:10:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;PROBLEME DE TRANSPORT;O;2023-12-15;08:00:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;SANS EXCUSES;O;2024-01-18;13:50:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;SANS EXCUSES;O;2024-02-01;10:10:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;SANS EXCUSES;O;2024-03-15;15:00:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;SANS EXCUSES;O;2024-03-21;10:10:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;SANS EXCUSES;O;2024-03-28;12:50:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;Motif non encore connu;N;2024-04-04;13:50:00;00:20:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
1B/C;SANS EXCUSES;O;2024-04-18;10:10:00;00:05:00;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw
3C;SANS EXCUSES;O;2023-11-13;15:00:00;00:05:00;-76Ox6E3QPlYEeZC1FlqXjfy-inRpcssGvmJOrjq3pk
3C;PROBLEME DE TRANSPORT;O;2023-11-14;08:00:00;00:05:00;-76Ox6E3QPlYEeZC1FlqXjfy-inRpcssGvmJOrjq3pk
3C;SANS EXCUSES;O;2024-02-05;15:00:00;00:05:00;-76Ox6E3QPlYEeZC1FlqXjfy-inRpcssGvmJOrjq3pk
3C;SANS EXCUSES;O;2024-03-11;15:00:00;00:05:00;-76Ox6E3QPlYEeZC1FlqXjfy-inRpcssGvmJOrjq3pk
3C;SANS EXCUSES;O;2024-03-27;10:10:00;00:05:00;-76Ox6E3QPlYEeZC1FlqXjfy-inRpcssGvmJOrjq3pk
3C;SANS EXCUSES;O;2024-04-02;11:10:00;00:05:00;-76Ox6E3QPlYEeZC1FlqXjfy-inRpcssGvmJOrjq3pk
2A;SANS EXCUSES;O;2023-09-15;12:50:00;00:05:00;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM
2A;SANS EXCUSES;O;2023-09-19;13:50:00;00:05:00;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM
2A;PROBLEME DE TRANSPORT;O;2023-09-21;09:00:00;00:05:00;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM
2A;SANS EXCUSES;O;2023-09-21;11:10:00;00:05:00;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM
2A;SANS EXCUSES;O;2023-10-06;16:00:00;00:05:00;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM
2A;PROBLEME DE TRANSPORT;O;2023-11-08;09:00:00;00:05:00;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM
2A;PROBLEME DE TRANSPORT;O;2024-03-11;08:00:00;00:05:00;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM
2A;SANS EXCUSES;O;2024-03-21;10:10:00;00:05:00;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM
2A;PROBLEME DE TRANSPORT;O;2024-04-01;08:00:00;00:05:00;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM
5C;CONVOCATION ADMINISTRATIVE;O;2023-10-11;10:10:00;00:05:00;6g3cqG-wW1gNfSprVjMJ3x0KYyIb8PoH99kev-dsOhE
4B;PROBLEME DE TRANSPORT;O;2024-01-19;09:00:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;SANS EXCUSES;O;2024-02-05;15:00:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;PROBLEME DE TRANSPORT;O;2024-02-07;09:00:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;PROBLEME DE TRANSPORT;O;2024-02-09;08:00:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;SANS EXCUSES;O;2024-02-09;12:50:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;SANS EXCUSES;O;2024-02-14;10:10:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;SANS EXCUSES;O;2024-02-15;13:50:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;SANS EXCUSES;O;2024-02-23;12:50:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;PROBLEME DE TRANSPORT;O;2024-03-14;08:00:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;SANS EXCUSES;O;2024-03-29;12:50:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
4B;SANS EXCUSES;O;2024-04-23;09:00:00;00:05:00;SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg
1A;PROBLEME DE TRANSPORT;O;2023-11-09;08:00:00;00:05:00;ZzZvoyMYwrVbciTPVkzMLv0vxPOEcR5cgsfowxSs3WQ
1A;Motif non encore connu;N;2024-02-16;12:50:00;00:10:00;ZzZvoyMYwrVbciTPVkzMLv0vxPOEcR5cgsfowxSs3WQ
1A;PROBLEME DE TRANSPORT;O;2024-03-14;08:00:00;00:05:00;ZzZvoyMYwrVbciTPVkzMLv0vxPOEcR5cgsfowxSs3WQ
1B/C;SANS EXCUSES;O;2023-09-14;10:10:00;00:05:00;xkfZC8M7V2xck6tJFMrDiyp_87Mm80smQwhClbFJdsQ
1B/C;PROBLEME DE TRANSPORT;O;2023-12-05;08:00:00;00:05:00;xkfZC8M7V2xck6tJFMrDiyp_87Mm80smQwhClbFJdsQ
1B/C;PROBLEME DE TRANSPORT;O;2024-01-10;08:00:00;00:05:00;xkfZC8M7V2xck6tJFMrDiyp_87Mm80smQwhClbFJdsQ
1B/C;PROBLEME DE TRANSPORT;O;2024-02-08;08:00:00;00:05:00;xkfZC8M7V2xck6tJFMrDiyp_87Mm80smQwhClbFJdsQ
5C;SANS EXCUSES;O;2023-09-19;15:00:00;00:05:00;hwQN5f5Ts-VkVdpkpJ0UJ2kSbJ3MxkrnKBw2o_Qhm-g
5C;REUNION DELEGUE;O;2023-11-13;10:10:00;00:05:00;hwQN5f5Ts-VkVdpkpJ0UJ2kSbJ3MxkrnKBw2o_Qhm-g
5C;Motif non encore connu;N;2024-06-19;10:10:00;00:05:00;hwQN5f5Ts-VkVdpkpJ0UJ2kSbJ3MxkrnKBw2o_Qhm-g
3A;SANS EXCUSES;O;2023-09-07;09:00:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;PROBLEME DE TRANSPORT;O;2023-10-17;08:00:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;PROBLEME DE TRANSPORT;O;2023-11-28;08:00:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;SANS EXCUSES;O;2023-12-08;15:00:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;PROBLEME DE TRANSPORT;O;2024-01-16;08:00:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;PROBLEME DE TRANSPORT;O;2024-01-17;08:00:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;PROBLEME DE TRANSPORT;O;2024-01-31;08:00:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;PROBLEME DE TRANSPORT;O;2024-02-16;08:00:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;PROBLEME DE TRANSPORT;O;2024-02-20;08:00:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;SANS EXCUSES;O;2024-04-18;10:10:00;00:05:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;Motif non encore connu;N;2024-06-04;15:00:00;00:09:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3A;Motif non encore connu;N;2024-06-10;13:50:00;00:21:00;utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0
3C;SANS EXCUSES;O;2023-10-03;11:10:00;00:05:00;jcP3ELktQ3nl90WgfmK-XgFHjsGUsXfVYA4S2NHJ1Xc
3C;PROBLEME DE TRANSPORT;O;2023-11-23;08:00:00;00:05:00;jcP3ELktQ3nl90WgfmK-XgFHjsGUsXfVYA4S2NHJ1Xc
3C;SANS EXCUSES;O;2024-02-05;15:00:00;00:05:00;jcP3ELktQ3nl90WgfmK-XgFHjsGUsXfVYA4S2NHJ1Xc
1B/C;PROBLEME DE TRANSPORT;O;2023-10-10;08:00:00;00:05:00;taNEk7CDt32WpfZuusIPgAO04GXEJ8IznYh28B8mAVY
1B/C;Motif non encore connu;N;2023-12-21;12:50:00;00:05:00;taNEk7CDt32WpfZuusIPgAO04GXEJ8IznYh28B8mAVY
1B/C;SANS EXCUSES;O;2024-05-15;10:10:00;00:05:00;taNEk7CDt32WpfZuusIPgAO04GXEJ8IznYh28B8mAVY
4A;SANS EXCUSES;O;2023-09-08;10:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2023-09-14;15:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2023-09-19;11:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;PROBLEME DE TRANSPORT;O;2023-09-26;08:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2023-11-21;15:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;PROBLEME DE TRANSPORT;O;2023-11-28;08:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2023-11-30;15:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2023-12-04;10:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;PROBLEME DE TRANSPORT;O;2023-12-06;08:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2023-12-12;15:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;PROBLEME DE TRANSPORT;O;2023-12-19;08:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2024-01-09;10:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2024-01-16;10:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2024-01-19;10:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2024-01-23;10:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2024-02-13;10:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2024-02-13;15:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;CONVOCATION ADMINISTRATIVE;O;2024-02-19;10:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;PROBLEME DE TRANSPORT;O;2024-02-23;08:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2024-04-16;10:10:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;PROBLEME DE TRANSPORT;O;2024-04-19;08:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;SANS EXCUSES;O;2024-05-30;13:50:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;PROBLEME DE TRANSPORT;O;2024-06-04;08:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
4A;PROBLEME DE TRANSPORT;O;2024-06-11;08:00:00;00:05:00;DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4
1A;SANS EXCUSES;O;2023-12-11;10:10:00;00:05:00;osRq9D-3-bIyPNSAIcfyge_bCzM2oz9UtCCe64mB1ds
1A;SANS EXCUSES;O;2024-01-09;15:00:00;00:05:00;osRq9D-3-bIyPNSAIcfyge_bCzM2oz9UtCCe64mB1ds
1A;SANS EXCUSES;O;2024-01-31;15:00:00;00:05:00;osRq9D-3-bIyPNSAIcfyge_bCzM2oz9UtCCe64mB1ds
1A;Motif non encore connu;N;2024-02-16;12:50:00;00:10:00;osRq9D-3-bIyPNSAIcfyge_bCzM2oz9UtCCe64mB1ds
1A;PROBLEME DE TRANSPORT;O;2024-04-17;15:00:00;00:05:00;osRq9D-3-bIyPNSAIcfyge_bCzM2oz9UtCCe64mB1ds
1A;SANS EXCUSES;O;2024-04-22;10:10:00;00:05:00;osRq9D-3-bIyPNSAIcfyge_bCzM2oz9UtCCe64mB1ds
Terminale;PROBLEME DE TRANSPORT;O;2023-09-19;08:00:00;00:05:00;oSHXzw2GIi4XBcygPsIKugb7S7aIo1ri4XO2UP_bRXo
Terminale;PROBLEME DE TRANSPORT;O;2023-12-12;08:00:00;00:05:00;oSHXzw2GIi4XBcygPsIKugb7S7aIo1ri4XO2UP_bRXo
Terminale;PROBLEME DE TRANSPORT;O;2023-12-19;08:00:00;00:05:00;oSHXzw2GIi4XBcygPsIKugb7S7aIo1ri4XO2UP_bRXo
Terminale;Motif non encore connu;N;2023-12-20;12:50:00;00:05:00;oSHXzw2GIi4XBcygPsIKugb7S7aIo1ri4XO2UP_bRXo
Terminale;PROBLEME DE TRANSPORT;O;2024-01-10;10:10:00;00:05:00;oSHXzw2GIi4XBcygPsIKugb7S7aIo1ri4XO2UP_bRXo
Terminale;PROBLEME DE TRANSPORT;O;2024-03-19;08:00:00;00:05:00;oSHXzw2GIi4XBcygPsIKugb7S7aIo1ri4XO2UP_bRXo
Terminale;PROBLEME DE TRANSPORT;O;2024-03-25;08:00:00;00:05:00;oSHXzw2GIi4XBcygPsIKugb7S7aIo1ri4XO2UP_bRXo
Terminale;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;oSHXzw2GIi4XBcygPsIKugb7S7aIo1ri4XO2UP_bRXo
2B;SANS EXCUSES;O;2023-09-07;10:10:00;00:05:00;u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg
2B;PROBLEME DE TRANSPORT;O;2023-09-26;08:00:00;00:05:00;u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg
2B;SANS EXCUSES;O;2023-11-15;10:10:00;00:05:00;u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg
2B;SANS EXCUSES;O;2023-11-22;10:10:00;00:05:00;u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg
2B;SANS EXCUSES;O;2023-11-23;12:50:00;00:05:00;u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg
2B;SANS EXCUSES;O;2023-12-11;15:00:00;00:05:00;u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg
2B;SANS EXCUSES;O;2023-12-21;12:50:00;00:05:00;u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg
2B;SANS EXCUSES;O;2024-01-26;10:10:00;00:05:00;u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg
2B;SANS EXCUSES;O;2024-05-30;10:10:00;00:05:00;u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg
2A;SANS EXCUSES;O;2023-11-21;12:50:00;00:05:00;77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U
2A;SANS EXCUSES;O;2023-11-27;10:10:00;00:05:00;77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U
2A;SANS EXCUSES;O;2024-01-18;16:00:00;00:05:00;77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U
2A;PROBLEME DE TRANSPORT;O;2024-02-13;08:00:00;00:05:00;77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U
2A;SANS EXCUSES;O;2024-03-21;10:10:00;00:05:00;77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U
2A;PROBLEME DE TRANSPORT;O;2024-04-18;08:00:00;00:05:00;77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U
2A;SANS EXCUSES;O;2024-05-30;15:00:00;00:05:00;77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U
2A;Motif non encore connu;N;2024-06-10;10:10:00;00:05:00;77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U
3B;PROBLEME DE TRANSPORT;O;2023-10-05;08:00:00;00:10:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
3B;SANS EXCUSES;O;2023-11-16;15:00:00;00:05:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
3B;SANS EXCUSES;O;2023-11-27;15:00:00;00:05:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
3B;PROBLEME DE TRANSPORT;O;2024-01-15;08:00:00;00:05:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
3B;PROBLEME DE TRANSPORT;O;2024-01-25;08:00:00;00:05:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
3B;PROBLEME DE TRANSPORT;O;2024-02-05;08:00:00;00:05:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
3B;SANS EXCUSES;O;2024-02-14;10:10:00;00:05:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
3B;PROBLEME DE TRANSPORT;O;2024-04-08;08:00:00;00:05:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
3B;PROBLEME DE TRANSPORT;O;2024-05-16;08:00:00;00:05:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
3B;PROBLEME DE TRANSPORT;O;2024-06-03;08:00:00;00:05:00;rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM
6C;SANS EXCUSES;O;2023-09-11;13:50:00;00:05:00;rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU
6C;PROBLEME DE TRANSPORT;O;2023-10-05;08:00:00;00:19:00;rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU
6C;PROBLEME DE TRANSPORT;O;2023-11-09;08:00:00;00:05:00;rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU
6C;SANS EXCUSES;O;2023-12-05;12:50:00;00:05:00;rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU
6C;PROBLEME DE TRANSPORT;O;2024-01-25;08:00:00;00:05:00;rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU
6C;SANS EXCUSES;O;2024-02-06;16:00:00;00:05:00;rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU
6C;PROBLEME DE TRANSPORT;O;2024-06-06;08:00:00;00:05:00;rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU
6C;PROBLEME DE TRANSPORT;O;2024-06-12;08:00:00;00:05:00;rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU
6C;Motif non encore connu;N;2024-06-19;10:10:00;00:10:00;rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU
5C;SANS EXCUSES;O;2023-09-19;15:00:00;00:05:00;SKWADw3ZDTt4N95AgyJS7u-dgb1gC6xks0a0IXLtAWM
5C;PROBLEME DE TRANSPORT;O;2023-09-21;08:00:00;00:05:00;SKWADw3ZDTt4N95AgyJS7u-dgb1gC6xks0a0IXLtAWM
5C;CONVOCATION ADMINISTRATIVE;O;2023-10-11;10:10:00;00:05:00;SKWADw3ZDTt4N95AgyJS7u-dgb1gC6xks0a0IXLtAWM
5C;SANS EXCUSES;O;2024-03-28;11:10:00;00:05:00;SKWADw3ZDTt4N95AgyJS7u-dgb1gC6xks0a0IXLtAWM
5C;SANS EXCUSES;O;2024-06-03;11:10:00;00:05:00;SKWADw3ZDTt4N95AgyJS7u-dgb1gC6xks0a0IXLtAWM
2A;SANS EXCUSES;O;2023-09-18;11:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2023-09-21;11:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2023-11-07;12:50:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2023-11-13;10:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2023-11-16;12:50:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2023-11-20;10:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2023-11-21;12:50:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2023-12-11;10:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2023-12-19;10:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;PROBLEME DE TRANSPORT;O;2024-02-05;08:00:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2024-02-12;10:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2024-02-16;12:50:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2024-02-22;10:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2024-03-21;10:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2024-03-28;15:00:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
2A;SANS EXCUSES;O;2024-04-23;10:10:00;00:05:00;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM
